时段 (Time),区域 (Zone)(Asset),乐章 (Beat)(Narrative),张力(1-10),核心目标 (Objective)(UI Guide),核心障碍 (Obstacle)(The Problem),关键获取 (Acquisition)(The Solution),能力验证 (Verification)(The Test),地图关键点 (POIs)(System/Secret)
,,,,,,,,,
,,,,,,,,,
========== Sheba星 前60分钟关卡方案 (5-10分钟颗粒度) ========== ,,,,,,,,,
"设计说明：以下5套方案为第三批设计方案，与前两批方案（钟摆/洋葱/双螺旋/潮汐/拼图 + 探索发现/叙事沉浸/双线叙事/生存极限）形成差异化互补。",,,,,,,,
"所有方案均基于已有的怪物/机关/叙事/锁钥体系设计。",,,,,,,,
"区域范围：Z1坠机冰原 → Z2叹息峡谷 → Z3回音枢纽入口",,,,,,,,
"能力获取：基础移动(开局) → 星核·实弹/机枪 → 星核·涟漪/声波弹 → 光帆·相位(部分方案)",,,,,,,,
,,,,,,,,,
,,,,,,,,,
"【方案一：螺旋上升型 — The Ascent】",,,,,,,,
"设计理念：像登山一样，每次战斗后回落到较低点休息，但每次休息的起点都比上次更高。整体呈螺旋式上升，终点达到最高峰。",,,,,,,,
"参考游戏：《Celeste》难度递增 + 《Dark Souls》篝火之间的节奏 + 《Hollow Knight》区域解锁感",,,,,,,,
"核心节奏公式：[平台期i] → [跳跃期i+1] → [回落期i] → [平台期i+1(更高起点)] → 循环",,,,,,,,
,,,,,,,,,
时段 (Time),区域 (Zone)(Asset),乐章 (Beat)(Narrative),张力(1-10),核心目标 (Objective)(UI Guide),核心障碍 (Obstacle)(The Problem),关键获取 (Acquisition)(The Solution),能力验证 (Verification)(The Test),地图关键点 (POIs)(System/Secret)
"0:00-8:00
(480s)","Z1a. 坠机冰原
(Linear Tutorial)","P1-F. 基地
(Base Camp)",3,"从坠机中恢复
建立基本能力","[环境] 坠机后的冰原，有明显的路径指引。
[敌人] 仅2只休眠的碎晶爬行者(可绕过或击杀)。
[教学] 分段解锁移动能力：走→跑→冲刺→跳→二段跳。
[引导] 远处有信标光柱指向星图补给仓。","[基础移动]
(冲刺/跳跃/二段跳)
渐进解锁
每60s解锁一个","【验证：渐进式能力解锁】
1. 0-60s：只能移动 → 到达第一个补给点
2. 60-120s：解锁冲刺 → 跨越第一个冰裂缝
3. 120-180s：解锁跳跃 → 越过低矮障碍
4. 180-240s：解锁二段跳 → 到达高地
5. 高地上有星图补给仓","[锚点A] 坠机点(可返回)。
[教学] 4阶段渐进解锁(每60s一个)。
[叙事] N-01触发：伊恩系统检查。
[设计意图] 第一个平台期——建立安全感。"
"8:00-16:00
(480s)","Z1b. 冰原·首战区
(Tutorial Arena)","P1-F. 首攀
(First Climb)",6,"获取武器
完成首次战斗","[敌人] 碎晶爬行者——分为两波：
Wave1: 3只普通型(教学基础射击)
Wave2: 4只再生盾型(教学持续输出+热量管理)
[地形] 开阔冰原+冰柱掩体。
[获取] 第一波后获得实弹机枪。","[星核：实弹]
(机枪)
第一波敌人后
星图补给仓开启","【验证：战斗基础+热量入门】
1. 无武器遭遇Wave1 → 躲避教学
2. 补给仓开启 → 实弹获取
3. 实弹清理Wave1 → 热量=0
4. Wave2再生盾 → 必须持续输出
5. 热量管理：过热后减速惩罚","[武器获取] 实弹机枪。
[教学] 点射→持续输出→热量管理。
[叙事] N-02触发：首次开火后远山变红。
[设计意图] 第一次跳跃期——上升到新高度。"
"16:00-24:00
(480s)","Z1c → Z2入口
(Narrative Corridor)","P1-F. 台阶
(Landing)",4,"从战斗中恢复
进入峡谷区域","[无战斗] 冰川走廊连接Z1和Z2。
[环境] 走廊壁上有鸣钟者壁画+共振点。
[叙事] 守夜人解释鸣钟者文明。
[收集] 走廊中有散落的补给箱x3。","[无新获取]
(回落休息段)","【验证：观察+收集】
1. 壁画观察 → Lore收集
2. 共振点射击 → 声波互动预览
3. 补给箱拾取 → 资源补充
4. 走廊尽头俯瞰峡谷 → 视觉预告","[叙事] 守夜人解释大静默。
[Lore] 壁画+共振点x4。
[补给] HP恢复+弹药补给。
[设计意图] 第一次回落期——但起点比初始更高(已有武器)。"
"24:00-34:00
(600s)","Z2a. 叹息峡谷·上层
(Vertical Arena)","P1-F. 攀升
(Ascent)",7,"攻克峡谷上层
获取涟漪","[敌人] 碎晶爬行者x6 + 静滞浮雷x3。
[地形] 垂直峡谷——窄道+悬崖+平台跳跃。
[机制] 浮雷爆炸会震碎脚下平台(环境互动)。
[精英] 峡谷末端金色爬行者 → 击败掉落涟漪。","[星核：涟漪]
(声波弹)
精英战掉落","【验证：立体战斗+精英应对】
1. 垂直战场 → 跳跃+射击同时
2. 浮雷威胁 → 优先级判断
3. 窄道走位 → 空间管理
4. 精英战 → BOSS级挑战
5. 涟漪获取 → 双武器教学","[战斗] 垂直峡谷+混合编队。
[精英] 金色爬行者。
[武器获取] 涟漪。
[设计意图] 第二次跳跃期——更高的战斗强度。"
"34:00-42:00
(480s)","Z2b. 叹息墙·前厅
(Puzzle + Safe Room)","P1-F. 山腰
(Ridge)",5,"破解叹息墙
巩固双武器","[机关] 叹息之墙完全挡路。
[环境] 墙前有共振水晶x4。
[解谜] 用涟漪激活共振水晶 → 震碎墙壁。
[休息] 墙后有安全室+存档点。","[无新获取]
(巩固涟漪用途)","【验证：环境解谜+武器巩固】
1. 涟漪射击水晶 → 环境互动
2. 4个水晶按特定顺序激活 → 解谜
3. 墙壁震碎 → 过场动画
4. 安全室 → 充分休息","[硬锁] 叹息墙(涟漪+共振水晶)。
[解谜] 共振水晶x4(顺序激活)。
[安全室] 存档点(锚点B)。
[设计意图] 第二次回落期——但起点更高(已有双武器)。"
"42:00-52:00
(600s)","Z2c. 叹息峡谷·下层
(Mixed Arena)","P1-F. 冲顶
(Peak Approach)",8,"清扫峡谷下层
接近Z3入口","[敌人] 碎晶爬行者x8 + 静滞浮雷x5 + 小型叹息墙x3。
[机制] 战斗中需要用涟漪破墙开路。
[环境] 隐形回音路(涟漪显形)。
[密度] 敌人数量全程最高。","[无新获取]
(双武器极限实战)","【验证：双武器综合+环境利用】
1. 实弹清理爬行者 → 切涟漪破墙
2. 音波冲击击退敌人 → 策略利用
3. 隐形回音路 → 隐藏路径探索
4. 高密度战斗 → 热量管理极限
5. 通过后看到Z3远景","[战斗] 最高密度混合编队。
[机关] 小型叹息墙x3(战斗中破解)。
[秘密] 隐形回音路后的HP恢复。
[Hook] Z3回音枢纽远景。
[设计意图] 第三次跳跃期——接近顶峰。"
"52:00-60:00
(480s)","Z3入口
(Gateway)","P1-F. 顶峰
(Summit)",9,"突破最后防线
进入回音枢纽","[敌人] 圣歌守卫x2(首次双精英)。
[机制] 守卫正面无敌 → 声波穿墙击杀。
[地形] 多层平台+可破坏掩体。
[结尾] 击败守卫后Z3大门开启。","[无新获取]
(综合能力巅峰验证)","【验证：全部能力的最终考验】
1. 双守卫同时出现 → 必须分开处理
2. 声波穿墙 → 战术核心
3. 多层平台 → 立体走位
4. 掩体破坏 → 环境变化
5. Z3大门开启 → 螺旋顶点","[精英] 双圣歌守卫(首次同屏双精英)。
[战斗] 综合能力巅峰验证。
[Hook] Z3宏伟建筑群。
[设计意图] 螺旋顶点——最高张力时刻。"
,,,,,,,,,
"方案一·心流曲线(60min)：",,,,,,,,
"  0:00  ███░░░░░░░ 3/10  [平台1] 基地-移动教学",,,,,,,,
"  8:00  ██████░░░░ 6/10  [跳跃1] 首攀-战斗入门",,,,,,,,
" 16:00  ████░░░░░░ 4/10  [回落1] 台阶-叙事走廊",,,,,,,,
" 24:00  ███████░░░ 7/10  [跳跃2] 攀升-峡谷攻克",,,,,,,,
" 34:00  █████░░░░░ 5/10  [回落2] 山腰-解谜巩固",,,,,,,,
" 42:00  ████████░░ 8/10  [跳跃3] 冲顶-极限战斗",,,,,,,,
" 52:00  █████████░ 9/10  [顶点] 顶峰-双精英战",,,,,,,,
"方案一·特点：螺旋上升，每次回落后起点都比上次更高。平台期(低张力)越来越短，跳跃期(高张力)越来越高。",,,,,,,,
"优势：有明确的成长感；休息和挑战交替，不易疲劳；整体上升曲线清晰。",,,,,,,,
"风险：过于规律可能缺乏意外；最后的高强度可能需要前期的充分准备。",,,,,,,,
,,,,,,,,,
,,,,,,,,,
"【方案二：峰谷对称型 — The Mirror】",,,,,,,,
"设计理念：前30分钟持续上升，在30分钟达到顶峰(9/10)，后30分钟镜像下降。形成完美对称的心流曲线，带来'攀登后下山的释然感'。",,,,,,,,
"参考游戏：《Journey》山之上山下的对称体验 + 《超凡蜘蛛侠》情绪曲线 + 《艾尔登法环》Boss战后探索",,,,,,,,
"核心节奏公式：[上升段] 逐渐加速 → [顶峰] → [下降段] 逐渐减速 → [平静收尾]",,,,,,,,
,,,,,,,,,
时段 (Time),区域 (Zone)(Asset),乐章 (Beat)(Narrative),张力(1-10),核心目标 (Objective)(UI Guide),核心障碍 (Obstacle)(The Problem),关键获取 (Acquisition)(The Solution),能力验证 (Verification)(The Test),地图关键点 (POIs)(System/Secret)
"0:00-6:00
(360s)","Z1a. 坠机冰原
(Linear Intro)","P1-G. 起点
(The Beginning)",2,"从坠机中苏醒
感受寂静世界","[纯叙事] 无敌人，无UI。
[环境] 极光、冰原、远处的信标。
[声音] 只有风声、脚步声、呼吸声。
[引导] 信标光柱是唯一方向。","[基础移动]
(移动/冲刺)
缓慢解锁","【验证：沉浸式开场】
1. 无压力地探索环境
2. 建立对示巴星的第一印象
3. 伊恩的独白作为叙事铺垫
4. 信标引导但不强制","[锚点A] 坠机点。
[叙事] N-01触发。
[氛围] 极简BGM/只有环境音。
[设计意图] 对称起点——最低张力。"
"6:00-12:00
(360s)","Z1b. 冰原·首次战斗
(Tutorial Combat)","P1-G. 爬升
(Climb)",4,"获取武器
完成首次战斗","[敌人] 碎晶爬行者x3(渐进出现)。
[教学] 第1只教学射击，第2只教学走位，第3只教学热量。
[获取] 到达补给仓时自动获得实弹。","[星核：实弹]
(机枪)
星图补给仓","【验证：渐进战斗教学】
1. 第1只 → 站桩射击
2. 第2只 → 掩体利用
3. 第3只 → 热量管理
4. 每只间隔15秒消化时间","[武器获取] 实弹。
[教学] 三段式战斗教学。
[叙事] N-02触发。
[设计意图] 爬升开始——张力上升。"
"12:00-18:00
(360s)","Z1c. 冰原·战斗强化
(Arena Sequence)","P1-G. 加速
(Acceleration)",6,"穿越强化战斗区
巩固战斗能力","[敌人] 碎晶爬行者x5 + 静滞浮雷x2。
[地形] 开阔区→走廊→开阔区的节奏变化。
[机制] 浮雷首次出现。","[无新获取]
(实弹实战强化)","【验证：战斗强化】
1. 多敌人处理
2. 浮雷威胁识别
3. 热量持续管理
4. 移动射击能力","[战斗] 混合编队首次出现。
[敌人] 浮雷(新威胁)。
[补给] 战斗后补给箱。
[设计意图] 加速段——张力持续上升。"
"18:00-30:00
(720s)","Z2a+b. 叹息峡谷
(Gauntlet → Peak)","P1-G. 冲顶
(The Summit)",9,"攻克峡谷
获取涟漪
破解叹息墙","[综合] 峡谷是一条线性考试走廊。
[敌人] 碎晶爬行者x12(分3组) + 浮雷x6 + 金色精英x1。
[机关] 共振水晶解谜x2 + 叹息墙x1。
[机制] 精英战→涟漪获取→墙破解，连续发生。","[星核：涟漪]
(声波弹)
精英战掉落","【验证：前半程所有技能的综合考试】
1. 三组战斗 → 实弹应用
2. 浮雷混编 → 优先级判断
3. 精英战 → BOSS级挑战
4. 涟漪获取 → 双武器教学
5. 叹息墙破解 → 环境解谜
6. 这是全程最高张力时刻","[战斗] 全程最高密度。
[精英] 金色爬行者。
[武器获取] 涟漪。
[硬锁] 叹息墙。
[叙事] N-03+N-04触发。
[设计意图] 对称顶点——最高张力(9/10)。"
"30:00-38:00
(480s)","Z2b. 叹息墙后
(Deceleration Start)","P1-G. 下坡
(Descent)",6,"从巅峰恢复
探索墙后世界","[转折] 墙后是宁静的冰晶花园。
[环境] 冰晶花朵、隐约的旋律。
[敌人] 仅2只休眠爬行者(可绕过)。
[叙事] 守夜人揭示大静默真相。","[无新获取]
(叙事/探索段)","【验证：张力释放】
1. 从高压战斗到宁静花园
2. 花朵互动 → 涟漪=生命
3. 叙事揭示 → 情感释放
4. 可以自由探索","[叙事] 大静默真相揭示。
[环境] 冰晶花园(氛围转折)。
[补给] 安全室+存档点。
[设计意图] 下坡开始——张力下降。"
"38:00-48:00
(600s)","Z2c. 峡谷下层
(Exploration Zone)","P1-G. 缓行
(Gentle Walk)",4,"自由探索峡谷
发现隐藏区域","[环境] 美丽的冰晶管风琴建筑群。
[敌人] 静滞浮雷x2(游荡，可绕过)。
[隐藏] 隐形回音路(涟漪显形)。
[收集] 录音日志x5。","[无新获取]
(纯探索段)","【验证：自由探索】
1. 峡谷风景欣赏
2. 隐藏路径发现
3. Lore收集
4. 无强制战斗","[隐藏] 隐形回音路。
[收集] 录音日志x5。
[POI] 冰晶管风琴群。
[叙事] N-05触发。
[设计意图] 持续减速——张力继续下降。"
"48:00-60:00
(720s)","Z3入口
(Gateway + Peaceful)","P1-G. 归途
(The Return)",2,"平静进入回音枢纽
第一幕结束","[环境] Z3入口是一个宽阔的平台，俯瞰枢纽全景。
[无战斗] 完全没有敌人。
[视角] 从高处俯瞰Z3的宏伟建筑。
[结尾] 安静地进入Z3，第一幕结束。","[无新获取]
(纯体验段)","【验证：平静收尾】
1. 俯瞰Z3全景 → 视觉满足
2. 完全无威胁 → 释然感
3. 可以拍照留念
4. 第一幕完美收尾","[视角] Z3全景俯瞰。
[氛围] 极简BGM回归。
[结局] 第一幕结束动画。
[设计意图] 对称终点——最低张力(2/10)。"
,,,,,,,,,
"方案二·心流曲线(60min)：",,,,,,,,
"  0:00  ██░░░░░░░░ 2/10  [起点] 苏醒-纯叙事",,,,,,,,
"  6:00  ████░░░░░░ 4/10  [爬升] 首战-武器获取",,,,,,,,
" 12:00  ██████░░░░ 6/10  [加速] 战斗强化",,,,,,,,
" 18:00  █████████░ 9/10  [顶点] 冲顶-峡谷考试",,,,,,,,
" 30:00  ██████░░░░ 6/10  [下坡] 花园-叙事转折",,,,,,,,
" 38:00  ████░░░░░░ 4/10  [缓行] 峡谷-自由探索",,,,,,,,
" 48:00  ██░░░░░░░░ 2/10  [归途] 入口-平静收尾",,,,,,,,
"方案二·特点：完美对称的心流曲线。前半程攀升到顶点，后半程镜像下降回到平静。",,,,,,,,
"优势：攀登后的释然感极强；结尾平和给玩家消化时间；适合叙事收尾。",,,,,,,,
"风险：后半程可能显得过于平淡；顶峰后需要足够的内容填充下降段。",,,,,,,,
,,,,,,,,,
,,,,,,,,,
"【方案三：心跳型 — The Heartbeat】",,,,,,,,
"设计理念：模拟心跳的节律——收缩期(高压)和舒张期(低压)快速交替。中间有'暂停'(最弱张力)，模拟心跳间歇，创造独特节奏感。",,,,,,,,
"参考游戏：《节奏医生》心跳同步 + 《DDLC》情绪突变 + 《死亡回归》循环节奏",,,,,,,,
"核心节奏公式：[收缩] → [舒张] → [收缩] → [暂停] → [收缩] → [舒张] → [高潮]",,,,,,,,
,,,,,,,,,
时段 (Time),区域 (Zone)(Asset),乐章 (Beat)(Narrative),张力(1-10),核心目标 (Objective)(UI Guide),核心障碍 (Obstacle)(The Problem),关键获取 (Acquisition)(The Solution),能力验证 (Verification)(The Test),地图关键点 (POIs)(System/Secret)
"0:00-5:00
(300s)","Z1a. 坠机点
(Cinematic + Burst)","P1-H. 第一搏
(First Beat)",7,"紧急逃生
在追击中获取武器","[开场即战] 过场CG(5s)→立即接入逃跑。
[追击] 碎晶爬行者x3从身后追来。
[获取] 逃跑路径上的补给仓。","[基础移动]
(冲刺/跳跃)
开局自带

[星核：实弹]
(机枪)
逃跑路径补给仓","【验证：压力开场】
1. CG→gameplay无缝过渡
2. 身后追兵→不能停
3. 冰裂缝跳跃→跳跃教学
4. 补给仓→边跑边拾取
5. 转身反击→首次战斗","[锚点A] 坠机点(不可返回)。
[叙事] N-01触发：紧急状态。
[设计意图] 收缩期开始——第一跳。"
"5:00-10:00
(300s)","Z1b. 冰原·喘息区
(Safe Zone)","P1-H. 舒张
(Relax)",3,"从追击中恢复
自由探索","[安全] 完全没有敌人追来。
[环境] 开阔的冰原，远处的极光。
[互动] 数据终端、补给箱。
[氛围] BGM骤停→只有风声。","[无新获取]
(休息+探索)","【验证：张力释放】
1. 紧张后的放松
2. 自由探索收集
3. 调整呼吸节奏
4. 为下一跳做准备","[补给] 散落补给箱x3。
[Lore] 数据终端x2。
[氛围] 从紧张到平静的对比。
[设计意图] 舒张期——张力释放。"
"10:00-18:00
(480s)","Z1c → Z2入口
(Combat Gauntlet)","P1-H. 第二搏
(Second Beat)",8,"突破冰原战斗区
进入峡谷","[敌人] 碎晶爬行者x8 + 静滞浮雷x4。
[地形] 战斗走廊→开阔区→走廊的节奏变化。
[机制] 连续战斗，无休息点。
[精英] 走廊末端的金色爬行者。","[星核：涟漪]
(声波弹)
精英战掉落","【验证：持续高压】
1. 连续战斗→无喘息
2. 多种敌人混编
3. 精英战→高压挑战
4. 涟漪获取→双武器
5. 热量管理极限","[战斗] 连续无休息。
[精英] 金色爬行者。
[武器获取] 涟漪。
[设计意图] 收缩期——第二次更强跳。"
